cnae,denominacao,risco,regra_atualizacao,codigo_louos,denominacao_louos,enquadramento_texto,enquadramento1,ate_m2_1,enquadramento2,ate_m2_2,enquadramento3,acima_m2,codigo_tll,especificacao_tll,classificacao
0139-3/05,Cultivo de dendê,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0139-3/05,Cultivo de dendê,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0139-3/06,Cultivo de seringueira,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0139-3/06,Cultivo de seringueira,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0139-3/99,Cultivo de outras plantas de lavoura permanente não especificadas anteriormente,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0139-3/99,Cultivo de outras plantas de lavoura permanente não especificadas anteriormente,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0141-5/01,"Produção de sementes certificadas, exceto de forrageiras para pasto",BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0141-5/01,"Produção de sementes certificadas, exceto de forrageiras para pasto",A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0141-5/02,Produção de sementes certificadas de forrageiras para formação de pasto,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0141-5/02,Produção de sementes certificadas de forrageiras para formação de pasto,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0142-3/00,"Produção de mudas e outras formas de propagação vegetal, certificadas",BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0142-3/00,"Produção de mudas e outras formas de propagação vegetal, certificadas",A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0151-2/01,Criação de bovinos para corte,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0151-2/01,Criação de bovinos para corte,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0151-2/02,Criação de bovinos para leite,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0151-2/02,Criação de bovinos para leite,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0151-2/03,"Criação de bovinos, exceto para corte e leite",BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0151-2/03,"Criação de bovinos, exceto para corte e leite",A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0152-1/01,Criação de bufalinos,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0152-1/01,Criação de bufalinos,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0152-1/02,Criação de eqüinos,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0152-1/02,Criação de eqüinos,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0152-1/03,Criação de asininos e muares,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0152-1/03,Criação de asininos e muares,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0153-9/01,Criação de caprinos,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0153-9/01,Criação de caprinos,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0153-9/02,"Criação de ovinos, inclusive para produção de lã",BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0153-9/02,"Criação de ovinos, inclusive para produção de lã",A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0154-7/00,Criação de suínos,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0154-7/00,Criação de suínos,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0155-5/01,Criação de frangos para corte,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0155-5/01,Criação de frangos para corte,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0155-5/02,Produção de pintos de um dia,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0155-5/02,Produção de pintos de um dia,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0155-5/03,"Criação de outros galináceos, exceto para corte",BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0155-5/03,"Criação de outros galináceos, exceto para corte",A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0155-5/04,"Criação de aves, exceto galináceos",BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0155-5/04,"Criação de aves, exceto galináceos",A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0155-5/05,Produção de ovos,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0155-5/05,Produção de ovos,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0159-8/01,Apicultura,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0159-8/01,Apicultura,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0159-8/02,Criação de animais de estimação,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0159-8/02,Criação de animais de estimação,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0159-8/03,Criação de escargô,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0159-8/03,Criação de escargô,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0159-8/04,Criação de bicho-da-seda,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0159-8/04,Criação de bicho-da-seda,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0159-8/99,Criação de outros animais não especificados anteriormente,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0159-8/99,Criação de outros animais não especificados anteriormente,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0161-0/01,Serviço de pulverização e controle de pragas agrícolas,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0161-0/02,Serviço de poda de árvores para lavouras,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0161-0/03,"Serviço de preparação de terreno, cultivo e colheita",BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0161-0/99,Atividades de apoio à agricultura não especificadas anteriormente,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0161-0/99,Atividades de apoio à agricultura não especificadas anteriormente,MÉDIO RISCO,Regra 5,07.08.07,"Locação de máquinas e aparelhos de uso agrícola, industrial, comercial, serviço, doméstico, pessoal e médico hospitalar",nR1-08 (até 500) ; nR2-08 (de 501 a 5000) ; nR3-08 (acima de 5000),nR1-08,"500,00",nR2-08,5000,nR3-08,"5000,01",1.15,Estabelecimentos de Locação e Guarda de Bens,VALIDAÇÃO
0162-8/01,Serviço de inseminação artificial em animais,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0162-8/02,Serviço de tosquiamento de ovinos,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0162-8/03,Serviço de manejo de animais,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0162-8/99,Atividades de apoio à pecuária não especificadas anteriormente,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0162-8/99,Atividades de apoio à pecuária não especificadas anteriormente,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0163-6/00,Atividades de pós-colheita,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0163-6/00,Atividades de pós-colheita,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0170-9/00,Caça e serviços relacionados,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0210-1/01,Cultivo de eucalipto,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0210-1/01,Cultivo de eucalipto,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.08,Silvicultura,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0210-1/02,Cultivo de acácia-negra,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0210-1/02,Cultivo de acácia-negra,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.08,Silvicultura,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0210-1/03,Cultivo de pinus,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0210-1/03,Cultivo de pinus,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.08,Silvicultura,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0210-1/04,Cultivo de teca,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0210-1/04,Cultivo de teca,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.08,Silvicultura,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0210-1/05,"Cultivo de espécies madeireiras, exceto eucalipto, acácia-negra, pinus e teca",BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0210-1/05,"Cultivo de espécies madeireiras, exceto eucalipto, acácia-negra, pinus e teca",A SER DEFINIDO PELA CNLU,Regra 5,08A.02.08,Silvicultura,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0210-1/06,Cultivo de mudas em viveiros florestais,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0210-1/06,Cultivo de mudas em viveiros florestais,A SER DEFINIDO PELA CNLU,Regra 5,08A.02.03,Agropecuária,nRa-02,nRa-02,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
0210-1/07,Extração de madeira em florestas plantadas,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0210-1/07,Extração de madeira em florestas plantadas,ALTO,Regra 5,09.07.03,"Extração de produtos vegetais oleaginosos, ceríficos, medicinais e tóxicos",ID2-07,ID2-07,Q,-,Q,-,-,3.00,Estabelecimentos Industriais,VALIDAÇÃO
0210-1/08,Produção de carvão vegetal - florestas plantadas,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0210-1/08,Produção de carvão vegetal - florestas plantadas,ALTO,Regra 5,09.19.19,Fabricação de carvão vegetal,ID3-19 (subgrupo 1),ID3-19 (subgrupo 1),Q,-,Q,-,-,3.00,Estabelecimentos Industriais,VALIDAÇÃO
0210-1/09,Produção de casca de acácia-negra - florestas plantadas,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
