cnae,descricao,condicionantes,risco_municipal_unificado
0311-6/02,Pesca de crustáceos e moluscos em água salgada,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0311-6/03,Coleta de outros produtos marinhos,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0311-6/04,Atividades de apoio à pesca em água salgada,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0312-4/01,Pesca de peixes em água doce,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0312-4/02,Pesca de crustáceos e moluscos em água doce,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0312-4/03,Coleta de outros produtos aquáticos de água doce,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0312-4/04,Atividades de apoio à pesca em água doce,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0321-3/01,Criação de peixes em água salgada e salobra,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0321-3/02,Criação de camarões em água salgada e salobra,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0321-3/03,Criação de ostras e mexilhões em água salgada e salobra,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0321-3/04,Criação de peixes ornamentais em água salgada e salobra,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0321-3/05,Atividades de apoio à aquicultura em água salgada e salobra,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0321-3/99,Cultivos e semicultivos da aquicultura em água salgada e salobra não especificados anteriormente,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0322-1/01,Criação de peixes em água doce,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0322-1/02,Criação de camarões em água doce,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0322-1/03,Criação de ostras e mexilhões em água doce,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0322-1/04,Criação de peixes ornamentais em água doce,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0322-1/05,Ranicultura,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0322-1/06,Criação de jacaré,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0322-1/07,Atividades de apoio à aquicultura em água doce,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0322-1/99,Cultivos e semicultivos da aquicultura em água doce não especificados anteriormente,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0500-3/01,Extração de carvão mineral,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0500-3/02,Beneficiamento de carvão mineral,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0600-0/01,Extração de petróleo e gás natural,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0600-0/02,Extração e beneficiamento de xisto,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0600-0/03,Extração e beneficiamento de areias betuminosas,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0710-3/01,Extração de minério de ferro,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0710-3/02,"Pelotização, sinterização e outros beneficiamentos de minério de ferro","- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0721-9/01,Extração de minério de alumínio,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0721-9/02,Beneficiamento de minério de alumínio,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0722-7/01,Extração de minério de estanho,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0722-7/02,Beneficiamento de minério de estanho,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0723-5/01,Extração de minério de manganês,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0723-5/02,Beneficiamento de minério de manganês,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0724-3/01,Extração de minério de metais preciosos,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0724-3/02,Beneficiamento de minério de metais preciosos,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0725-1/00,Extração de minerais radioativos,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0729-4/01,Extração de minérios de nióbio e titânio,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0729-4/02,Extração de minério de tungstênio,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
0729-4/03,Extração de minério de níquel,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
